timestamp_ms,ai_speed_mps,speed_confidence
4922310,6.930019,0.61674786
4923310,6.6986446,0.6897914
4924311,6.243283,0.55764675
4925312,6.3517923,0.56661546
4926311,6.153089,0.61196697
4927311,5.7239213,0.65239626
4928310,5.8565683,0.7064888
4929310,5.820736,0.65450525
4930310,5.6607227,0.6182647
4931310,5.9813247,0.6582211
4932310,6.030464,0.6151047
4933310,6.2236385,0.6179221
4934310,7.086564,0.6515311
4935310,7.022631,0.5659711
4936310,6.5412416,0.61330754
4937309,5.991919,0.63044053
4938310,5.8805637,0.747542
4939310,6.0620227,0.5488775
4940310,6.475032,0.64790976
4941310,6.3827686,0.64053345
4942309,5.761972,0.6480474
4943311,6.5716553,0.60475
4944310,6.6744313,0.60849065
4945311,6.991511,0.5467653
4946312,6.776681,0.6391799
4947310,7.2568502,0.6013642
4948311,6.677739,0.57818335
4949310,7.046473,0.65457624
4950312,7.031081,0.74830824
4951309,6.771031,0.66076404
4952310,6.6933584,0.61150193
4953310,7.0295186,0.68231416
4954310,7.0533175,0.6841029
4955310,7.6445956,0.59054977
4956310,7.6313934,0.62546885
4957311,8.122873,0.568541
4958310,8.214927,0.5819751
4959311,7.7246256,0.5415342
4960310,7.8770437,0.54527897
4961310,7.3290763,0.5930183
4962310,7.1513524,0.5442441
4963310,7.0963683,0.57829344
4964310,7.5254793,0.6090559
4965310,7.447531,0.61421263
4966311,8.338301,0.57599133
4967310,8.392863,0.5662974
4968310,8.321764,0.61310565
4969310,8.248863,0.52837443
4970311,8.1007,0.54089874
4971310,7.5913568,0.6030604
4972310,7.7427955,0.63359284
4973311,7.26556,0.57353663
4974310,8.263045,0.59221566
4975310,7.864532,0.5638384
4976310,7.9400606,0.5562804
4977310,8.117062,0.58834314
4978310,7.4712586,0.618422
4979309,7.7442656,0.5805269
4980310,8.015673,0.5396625
4981309,7.791531,0.604211
4982310,8.198568,0.5920787
4983310,8.466395,0.5223118
4984310,8.854843,0.57557917
4985310,8.552851,0.5882997
4986310,8.221201,0.5999489
4987310,8.786269,0.5498378
4988310,8.767702,0.509552
4989310,8.064258,0.55845875
4990311,7.558668,0.5743307
4991310,7.8796973,0.59653455
4992310,8.022635,0.6320108
4993311,8.777716,0.56543016
4994310,9.115647,0.6041305
4995311,9.145879,0.58043176
4996310,8.807619,0.533993
4997310,8.728498,0.64949524
4998310,7.880784,0.6178039
4999310,8.023986,0.5301253
5000310,7.3688817,0.5989346
5001310,8.109647,0.6147127
5002309,7.8285503,0.64295125
5003310,7.8482833,0.5927493
5004310,8.078358,0.60382897
5005310,8.601658,0.5453175
5006310,8.172445,0.5061601
5007310,8.365935,0.5575938
5008310,8.513912,0.5481543
5009310,7.9509397,0.5707275
5010310,7.9651413,0.54469305
5011310,8.003051,0.5556048
5012310,6.887395,0.63446647
5013311,7.010395,0.64682955
5014310,7.364156,0.5193155
5015310,7.684849,0.55869347
5016310,7.466634,0.5584826
5017311,8.321408,0.54813343
5018310,7.9351826,0.5131225
5019310,7.4670806,0.63621676
5020310,7.3365254,0.6374391
5021310,7.4094605,0.6152236
5022309,7.5263963,0.6003353
5023309,8.022907,0.6001842
5024310,7.469971,0.57693356
